archive_id,canonical_archive_id,content_kind,publication_status,source_name,source_sha256,source_bytes,snapshot_url,release_download_url,topic,usage_level,role,chapter_paths
G-archive-0069,G-archive-0069,source_archive,publishable,wheeltec_yolo_action.zip,69fa504895dd05dda8a2996ecf2c4eb653588d44ec9f9b05ef40465b6add7cbf,23268,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0069,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0069__wheeltec_yolo_action.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0070,G-archive-0070,source_archive,publishable,darknet.zip,7ec4deba0c5289abc034026871d0e8d24e055ec803e3fa7fb0c075067214a595,8169628,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0070,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0070__darknet.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0071,G-archive-0071,source_archive,publishable,VOCdevkit.zip,121ae2578f424b67e3ebfef8ca666453cdbafaa33a5bba6b12227d18d348d262,193089855,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0071,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0071__VOCdevkit.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0072,G-archive-0072,non_source_archive,catalog_only_non_source,windows_labelimg.zip,7f1e8bb10577a7ef517b15fc518bec4209cc58a7e555525ed793432e8f9b5970,13152461,,,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0073,G-archive-0073,source_archive,publishable,darknet_ros.zip,2d1e706b40a8d09a3944354eaf3211bd8dd5d704f6288a8edbe42eb8d622a911,892878126,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0073,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0073__darknet_ros.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0074,G-archive-0074,source_archive,publishable,wheeltec_jetracer.zip,a3266c6ada44d2e7438570f69020dd983b4e0c661c7c4724e168c436a74d1035,108229226,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0074,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0074__wheeltec_jetracer.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0075,G-archive-0075,source_archive,publishable,wheeltec_jetracer.zip,3f2d844c57cd5de6d715fcedf424d4978d0e49ff350fb6c35b4d389bb779ea46,108229229,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0075,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0075__wheeltec_jetracer.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0076,G-archive-0076,source_archive,publishable,wheeltec_jetracer.zip,e77cc0f02a67bc570d6018213799fa56240ef9596a9a5f7a0754545004e06757,84950086,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0076,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0076__wheeltec_jetracer.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0077,G-archive-0077,non_source_archive,catalog_only_non_source,apex.zip,5fc56246b9b92d22f4dfcf52fce72d4c75eac44f0ebe3cc5baaff2695f6e8352,18522195,,,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0078,G-archive-0078,source_archive,publishable,pytorch-tutorial-master.zip,9f5a50b1088aa6af2d9132e02573e3bad8a24a69594dfa255690e5cb0c37afa6,10280095,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0078,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0078__pytorch-tutorial-master.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0079,G-archive-0079,source_archive,publishable,tensorflow-master.zip,def1b6d00128dcca92636302bf2b3f9f67cd638d8175027b595f3f97304d7a99,90629217,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0079,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0079__tensorflow-master.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0080,G-archive-0080,source_archive,publishable,mobilenet-yolov4-pytorch.zip,8be86e9cebc56f09eca155d1e9ceb4b67dea3e0614e4ce7cb6c876046c51bb0f,252375377,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0080,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0080__mobilenet-yolov4-pytorch.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0081,G-archive-0081,source_archive,publishable,yolov4-tiny-tf2.zip,e4dbf39c6664c6204f8e47a2feca5aed989c051f7ac4e6b48d888b8d30838e67,142252768,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0081,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0081__yolov4-tiny-tf2.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0082,G-archive-0082,source_archive,publishable,turn_on_wheeltec_robot.zip,e97ae4f1723cb78382fc5218466fd94e1460d9fe73918a8817ad1fae0a0b9fdc,190808,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0082,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0082__turn_on_wheeltec_robot.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0083,G-archive-0083,source_archive,publishable,ros_astra_camera.zip,8f31afa43b73ea874fea0ef1bd62ad10f9bbdc25bd8e15019760c659eca28ef1,29153171,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0083,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0083__ros_astra_camera.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0084,G-archive-0084,source_archive,publishable,web_video_server.zip,383382576315ffff74add9eb6df54024c10dcbfa17f04be34cca3372eedf5ba7,208745,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0084,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0084__web_video_server.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0085,G-archive-0085,source_archive,publishable,ddynamic_reconfigure-kinetic-devel.zip,d34036c6dfc605b00a6d37f6711d64240706eb8762e4a04ed4dd0c5810c25e6a,20348,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0085,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0085__ddynamic_reconfigure-kinetic-devel.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0086,G-archive-0086,source_archive,publishable,librealsense-master.zip,9e28786fa632e0258e9376d25589c1c48e8a69be2faceb07de44f304d97d2e3f,64581251,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0086,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0086__librealsense-master.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0087,G-archive-0087,source_archive,publishable,realsense-ros-development.zip,95798b4239847c44471ccdafa1f8f6d7e36da25c70ea9c6a0b8e4214bc2aeab9,10745372,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0087,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0087__realsense-ros-development.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0088,G-archive-0088,source_archive,publishable,ros_object_detection.zip,80075b14c61bb7b6eb93f33fe51f90ac74c17740836cfcd6e3984e1d17784232,318690137,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0088,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0088__ros_object_detection.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0089,G-archive-0089,source_archive,publishable,cv_bridge.zip,8347ef9c287cc3983c27f7a7c50a199046430cca0a1a95b29df0bf4b7fc9d1d6,199905,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0089,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0089__cv_bridge.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0090,G-archive-0090,source_archive,publishable,wheeltec_robot.zip,3f1a9ea6281c9e424c09f6e28ba80ead5b3d59dbe14dea7fe87f2953eb79a493,3749398,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0090,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0090__wheeltec_robot.zip,ros1,platform_match_required,reference,docs/appendices/a-ros1-maintenance.md
G-archive-0091,G-archive-0091,source_archive,publishable,wheeltec_robot_urdf.zip,d6e3cdec0157907f335b10858d1bfa3442b7d837d253007a2e8d67678c4bb2f6,315289086,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0091,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0091__wheeltec_robot_urdf.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0092,G-archive-0092,source_archive,publishable,nav2_waypoint_cycle.zip,7c07b9c8263162b12d4e7cd197de025bfb8a23cd562b38ad6ac4bc3add18afeb,6583,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0092,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0092__nav2_waypoint_cycle.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0093,G-archive-0093,source_archive,publishable,wheeltec_multi.rar,6043f070a91bb29c95d78b9f3934926c84fa86049a419ec76c9c413112a7e165,18518,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0093,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0093__wheeltec_multi.rar,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0094,G-archive-0094,source_archive,publishable,wheeltec_multi.zip,3b630c174ba7b8733bb72471de15005aa44bc23aa69815cdb8bab52f5762f317,21517,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0094,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0094__wheeltec_multi.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0095,G-archive-0095,source_archive,publishable,qt_ros_test.zip,a120cc85bd65738295648ac328754655836113be2e30533adb6203201dc78b1f,8990956,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0095,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0095__qt_ros_test.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0096,G-archive-0096,source_archive,publishable,qt_ros_test.zip,c3fbdc9c09c690a044a7cb456e66e5d010765112f34b0db71e83559e3e160598,8899184,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0096,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0096__qt_ros_test.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0097,G-archive-0097,source_archive,publishable,qt_ros_test.zip,a1047ae6e33fb46deec7c42721dc3d5dedd01ed387db90fba30e5a80d9d769e9,8913150,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0097,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0097__qt_ros_test.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0098,G-archive-0098,source_archive,publishable,qt_ros_test.zip,554915cf3a9dd8b8467f078d20debb1e116d8fb4d7ebc2c19ed8643c0196c57f,126937,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0098,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0098__qt_ros_test.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0099,G-archive-0099,source_archive,publishable,qt_ros_test.zip,c031c786e3de9e2f097af937ef5e58e06b86e7397ed57ba016f19965174542b7,126639,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0099,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0099__qt_ros_test.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0100,G-archive-0100,source_archive,publishable,qt_ros_test.zip,a3392d73b7513e599ed1387e5eacce736ce3e7b078b08851296a7aead679d3f8,126922,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0100,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0100__qt_ros_test.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0101,G-archive-0101,source_archive,publishable,orb_slam_2_ros-ros2.zip,90f02007809f22d56c7bbb203ba2c74cb403c3a81a97f6f6a65f61a0ec9a8c46,76955220,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0101,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0101__orb_slam_2_ros-ros2.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0102,G-archive-0102,source_archive,publishable,orb_slam_2_ros.zip,9a7ce52307ac3107dc8a89a7c73e83556ec1ed1e64355bf2eaadc8a953d9a5fc,153325356,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0102,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0102__orb_slam_2_ros.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0103,G-archive-0103,source_archive,publishable,wheeltec_path_follow.zip,b2cb588f202c9c47a9a3f461f5df6845fbce1b4e9711486f21c15d07b605093a,7103,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0103,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0103__wheeltec_path_follow.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0104,G-archive-0104,source_archive,publishable,bodyreader.zip,cdf963e2fb7bf9a996a2d26686ddb2bb7848dfda0dfd79b6fe0f8269bc59fbbe,26682551,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0104,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0104__bodyreader.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0105,G-archive-0104,source_archive,publishable,bodyreader.zip,cdf963e2fb7bf9a996a2d26686ddb2bb7848dfda0dfd79b6fe0f8269bc59fbbe,26682551,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0104,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0104__bodyreader.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0106,G-archive-0104,source_archive,publishable,bodyreader.zip,cdf963e2fb7bf9a996a2d26686ddb2bb7848dfda0dfd79b6fe0f8269bc59fbbe,26682551,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0104,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0104__bodyreader.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0107,G-archive-0104,source_archive,publishable,bodyreader.zip,cdf963e2fb7bf9a996a2d26686ddb2bb7848dfda0dfd79b6fe0f8269bc59fbbe,26682551,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0104,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0104__bodyreader.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0108,G-archive-0108,source_archive,publishable,dataset.zip,1f8053cf3c918cd56318ba44833e16882c05c3c8d4e18145d933bf9bec9b789c,31399312,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0108,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0108__dataset.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0109,G-archive-0109,source_archive,publishable,ros2沙盘源码.zip,8cb4d1b796f1a810befd7c99d25e4bebfaf812fb3a8b949923a1463dcc236de5,182050022,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0109,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0109__ros2.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0110,G-archive-0110,source_archive,publishable,tts_make_ros2.zip,3269c725a045f7ea49836576ef7307c19e1b4b60767903721d87cbaff0ba1018,34434190,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0110,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0110__tts_make_ros2.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0111,G-archive-0111,source_archive,publishable,AP_STA热点配置文件更新.zip,8f9d8842a50ac400c18ab5a336fec78ec726c268643bda9cd222e3c0b41110bf,5129277,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0111,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0111__AP_STA.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0112,G-archive-0112,source_archive,publishable,interfaces.zip,f8802b6f5cf787675854e7eb7adcc4179ac8b6d8c8a9724e289787d458f00bee,2105,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0112,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0112__interfaces.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0113,G-archive-0113,source_archive,publishable,largemodel.zip,51039d36f7269d540b02239c389c93b61e8f468f02ae79f8723956bbe80659c6,543841,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0113,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0113__largemodel.zip,ros2,platform_match_required,primary,docs/04-ros2-development/index.md
G-archive-0114,G-archive-0114,source_archive,publishable,ROS1_树5_wheeltec_arm_src_20260106.zip,f3130333129572778311fc55cd04f5a859f11d13a8be57f8df678d7f7135c9a1,15298358,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0114,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0114__ROS1__5_wheeltec_arm_src_20260106.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0115,G-archive-0115,source_archive,publishable,ROS1树5_A150_SRC_Melodic_src_20260106.zip,0288d21e163c5dfced7ceceaa94064e5d385389b0d492644216b6aaa2c6d5fdd,20367716,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0115,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0115__ROS1_5_A150_SRC_Melodic_src_20260106.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0116,G-archive-0116,source_archive,publishable,ROS1树5_wheeltec_robot_bak_src_20260106.zip,5430b859a43f39f3cf6ad6c10908d98e2c8d5efd752867f2fb3c36d8e522ffe9,387781485,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0116,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0116__ROS1_5_wheeltec_robot_bak_src_20260106.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0117,G-archive-0117,source_archive,publishable,ROS1树5_wheeltec_robot_src_20260106.zip,e5dc39ac0c432c48e06c2a0fde429a7fa6d98116a2786cac31123fce339078c0,773758796,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0117,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0117__ROS1_5_wheeltec_robot_src_20260106.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0118,G-archive-0118,source_archive,publishable,src.zip,3b9ddbef0f4a77542e78ec7c1694b031197c72bb99d9e8efc08db341f9de9980,31389,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0118,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0118__src.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0119,G-archive-0119,source_archive,publishable,src.zip,d95d34f9e05f550ba90538ca3b7e6c53d9a430ba4f1df8d1b7de90ed85909275,32959,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0119,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0119__src.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0120,G-archive-0120,source_archive,publishable,src.zip,2d0f83559be15bfa96b9be9eaf866d08863f17dd8f2dae772f3cac1e117434a3,31395,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0120,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0120__src.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0121,G-archive-0121,source_archive,publishable,wheeltec_arm_src_20260116.zip,b959d9f27d094e59f3c59bd40479e571b6bb8f15012ba0acf56ae32471942f14,15296290,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0121,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0121__wheeltec_arm_src_20260116.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0122,G-archive-0122,source_archive,publishable,wheeltec_robot_src_20260116.zip,8f5c9fc7f33f852cc22e1532545c515bbe90bbdf787709aef97679ea5fb5e80e,1752007010,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0122,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0122__wheeltec_robot_src_20260116.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0123,G-archive-0123,source_archive,publishable,wheeltec_arm_melodic_src_20241022.zip,868e2777cb03b280fcf535964e76c0d560d51deab6216a1c55534853f9b27992,15176521,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0123,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0123__wheeltec_arm_melodic_src_20241022.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0124,G-archive-0124,source_archive,publishable,wheeltec_robot_melodic_src_20241022.zip,50cb9dbfcaebf5522fb66e3d7d16f637cee9f0ac515a51613abf7d205656eb88,1305772956,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0124,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0124__wheeltec_robot_melodic_src_20241022.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0125,G-archive-0125,source_archive,publishable,Autoware_src_20251022.zip,1e17a7658d20dd02b7929ba418e303865b3861b53d7bfdc2b27e0e72f405a88d,399456990,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0125,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0125__Autoware_src_20251022.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0126,G-archive-0126,source_archive,publishable,cartographer_noetic(v1.2).zip,e529c019a02b48eb1c84783ab23c386caefaab65fcd2f469b95fbf719045b931,33376433,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0126,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0126__cartographer_noetic_v1.2.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0127,G-archive-0127,source_archive,publishable,cartographer_ws_src_20251022.zip,1a08bf9f7ffe2b58d8927d0d72655479e793fed144799308779f49ce40eba5ec,57010613,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0127,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0127__cartographer_ws_src_20251022.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0128,G-archive-0126,source_archive,publishable,cartographer_noetic(v1.2).zip,e529c019a02b48eb1c84783ab23c386caefaab65fcd2f469b95fbf719045b931,33376433,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0126,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0126__cartographer_noetic_v1.2.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
G-archive-0129,G-archive-0129,source_archive,publishable,JP514_noetic_wheeltec_arm_241205.zip,a4cb0a02755454d28db7f2a5c8bd149869a8acd43a92208405bbfc987c4449b5,15296572,https://github.com/EnosElinsa/wheeltec-ros-source-reference/tree/main/packages/G-archive-0129,https://github.com/EnosElinsa/wheeltec-ros-source-reference/releases/download/source-archive-2026-08-28/G-archive-0129__JP514_noetic_wheeltec_arm_241205.zip,platform-source,platform_match_required,variant,docs/04-ros2-development/18-environment-and-source-selection.md
